country,year,gender,age,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg
MEX,2005,All genders,25-55,10700000.0,0.041920699,0.65257943,-0.33512959,8.1562176,0.026024301,12.600286,8009494.0,0.0065923999,0.89488357,-0.40121201,6.1229939,-0.082865268,6.4103484
MEX,2006,All genders,25-55,11200000.0,0.0388049,0.64937222,-0.36496809,8.1350679,-0.0067862603,12.68131,8421617.0,0.0025309999,0.88946933,-0.39490479,6.1122661,-0.085029855,6.3857312
MEX,2007,All genders,25-55,11600000.0,0.0238322,0.65407932,-0.42659709,8.1325502,-0.047982674,12.835885,8832780.0,0.0068019,0.88419491,-0.38184109,6.1562772,-0.078159459,6.4291501
MEX,2008,All genders,25-55,11700000.0,-0.0153146,0.66674978,-0.66567761,8.0513563,-0.17805128,13.780156,9158298.0,0.0155499,0.87994421,-0.37242171,6.1983399,-0.075268641,6.5106139
MEX,2009,All genders,25-55,11800000.0,0.0395176,0.65379882,-0.38486591,8.4874249,0.0078146365,14.808865,9227214.0,0.060989201,0.8953374,-0.28718799,6.1302338,-0.012409829,6.4899826
MEX,2010,All genders,25-55,12200000.0,0.042791899,0.6439603,-0.33107969,8.4396677,0.025426555,13.799607,9592269.0,0.072824001,0.88553149,-0.29289809,6.1626,-0.0087931501,6.4264879
MEX,2011,All genders,25-55,12800000.0,0.048579399,0.63773781,-0.32181489,8.5776272,0.031036282,13.907711,9983684.0,0.0833406,0.88642448,-0.336476,6.165813,-0.026792306,6.4955664
MEX,2012,All genders,25-55,13300000.0,0.042792398,0.63670301,-0.41734251,8.5439787,-0.016876262,14.206645,10400000.0,0.084626898,0.88549447,-0.35783741,6.1606359,-0.02569879,6.414485
MEX,2013,All genders,25-55,13800000.0,0.0493645,0.64551687,-0.41354111,8.4460497,0.0065982086,13.626219,10700000.0,0.087959401,0.88526869,-0.3285448,6.0944099,-0.012910313,6.2502341
MEX,2014,All genders,25-55,14400000.0,0.053314801,0.64039952,-0.37394169,8.451705,0.020953409,13.309361,11100000.0,0.075798102,0.88542259,-0.30178511,6.005064,-0.0067418837,6.0823455
MEX,2015,All genders,25-55,14900000.0,0.055877302,0.64845377,-0.45318899,8.3312006,-0.019647595,13.045316,,,,,,,
MEX,2016,All genders,25-55,15500000.0,0.054035202,0.64541131,-0.38237891,8.2507553,0.022769433,12.456977,,,,,,,
MEX,2017,All genders,25-55,16100000.0,0.055833802,0.63539141,-0.40686429,8.311327,0.0076846681,12.292682,,,,,,,
MEX,2018,All genders,25-55,16700000.0,0.045927901,0.64022177,-0.44617689,8.0845432,-0.0025309501,11.734008,,,,,,,
MEX,2019,All genders,25-55,,,,,,,,,,,,,,
NOR,1993,All genders,25-55,1474751.0,0.0540745,0.54280639,-1.041374,13.29413,-0.0076905834,14.190105,1269854.0,0.041170999,0.81215793,-0.84803951,9.4578199,0.029938176,9.744894
NOR,1994,All genders,25-55,1504062.0,0.0516969,0.55402488,-0.99328798,12.98979,0.0089972457,14.19699,1283914.0,0.036568899,0.83235222,-0.8713488,9.2125292,0.023186449,9.6540871
NOR,1995,All genders,25-55,1534678.0,0.0482512,0.56529957,-1.02563,12.80203,-0.0010547208,14.164179,1297686.0,0.034003299,0.84843618,-0.89120448,8.9861498,-0.0055969232,9.4536219
NOR,1996,All genders,25-55,1558385.0,0.045616899,0.57006693,-0.9730081,12.44695,-0.0015804172,13.616282,1304104.0,0.029654801,0.86007839,-0.93086708,8.98666,-0.019169211,9.4016895
NOR,1997,All genders,25-55,1576230.0,0.0478305,0.57896322,-0.97320497,11.99731,0.0045412923,13.447745,1328669.0,0.041152202,0.79215568,-0.59743452,9.1237297,0.038534652,8.3680544
NOR,1998,All genders,25-55,1593421.0,0.046329498,0.57489502,-1.094278,12.07499,-0.037688427,13.66547,1341415.0,0.0404629,0.77996951,-0.59364247,9.2588425,0.027853854,8.3026028
NOR,1999,All genders,25-55,1598627.0,0.0452592,0.59232152,-1.084922,11.54527,-0.091924638,13.687211,1346730.0,0.039062899,0.7722249,-0.51015341,9.3988237,0.046595477,8.3996105
NOR,2000,All genders,25-55,1596599.0,0.041235201,0.59703588,-1.0450881,11.39587,-0.072071731,13.548017,1350777.0,0.037740901,0.76927191,-0.44906569,9.4571133,0.091139965,8.4691591
NOR,2001,All genders,25-55,1595974.0,0.0489708,0.60851097,-0.46719399,11.21093,0.027474605,13.630112,1353889.0,0.042860001,0.78226292,-0.45568779,9.6442051,0.11420295,8.6072569
NOR,2002,All genders,25-55,1633848.0,0.033211902,0.58106017,-0.86322027,12.04415,-0.034924217,13.294056,1386303.0,0.0396755,0.78343409,-0.64833242,10.086,0.10020048,8.4980974
NOR,2003,All genders,25-55,1633801.0,0.0316386,0.57651812,-0.8071925,12.35806,0.016794294,13.625401,1340228.0,0.0146349,0.85329658,-0.95546359,9.5640602,0.024032675,9.2036791
NOR,2004,All genders,25-55,1633824.0,0.033894598,0.57013983,-0.76581258,12.78677,0.059351925,13.549176,1334784.0,0.0179614,0.85055429,-0.9390254,9.5180998,0.0150295,9.1458483
NOR,2005,All genders,25-55,1642592.0,0.0381179,0.58296359,-0.81920028,13.00298,0.071158141,13.243776,1336040.0,0.016814301,0.86342758,-0.97367573,9.3071957,-0.020850565,9.4030418
NOR,2006,All genders,25-55,1662177.0,0.049423099,0.5967468,-0.80569643,13.09576,0.10291982,13.098995,1343104.0,0.0159472,0.8587122,-0.95969748,9.5487738,-0.022593237,9.5179358
NOR,2007,All genders,25-55,1628873.0,0.013515,0.66000932,-1.193334,12.25925,-0.072908022,13.866137,1353125.0,0.0032615,0.82873672,-0.71513432,9.6278658,-0.0093113687,9.4078121
NOR,2008,All genders,25-55,1634037.0,0.0361287,0.59706348,-1.069052,12.92529,-0.043385927,13.720512,1357823.0,0.0265432,0.79727912,-0.74298149,10.14898,0.019532273,9.4181604
NOR,2009,All genders,25-55,1628605.0,0.023986399,0.61487699,-1.113798,12.16855,-0.14274001,14.810724,1355045.0,0.028328899,0.7965731,-0.73102301,10.06532,0.023069572,9.579155
NOR,2010,All genders,25-55,1641228.0,0.048795201,0.59021449,-0.9194687,11.81165,0.0014681675,14.320027,1361909.0,0.0397726,0.78988081,-0.65276188,9.8089085,0.067994319,9.3516998
NOR,2011,All genders,25-55,1660460.0,0.031383201,0.58886182,-0.98715621,12.64587,0.028578615,13.852788,1376581.0,0.0344932,0.79266059,-0.68954498,9.8682356,0.053178605,9.4257059
NOR,2012,All genders,25-55,1686111.0,0.0373317,0.5840559,-0.95492572,12.53794,0.013016021,14.127649,1397811.0,0.0370184,0.79459631,-0.70664668,9.9813128,0.046490334,9.4473753
NOR,2013,All genders,25-55,1706874.0,0.0325022,0.58768457,-0.93997288,12.34935,-0.0073747477,14.274898,,,,,,,
NOR,2014,All genders,25-55,1725816.0,0.0297538,0.58861262,-0.75367182,12.03277,-0.0054223961,13.893211,,,,,,,
NOR,2015,All genders,25-55,1738093.0,0.027454801,0.58837622,-0.94727957,11.95127,-0.020096866,14.250286,,,,,,,
NOR,2016,All genders,25-55,1757078.0,0.0336725,0.58410293,-0.88498622,12.15399,0.017063359,14.36023,,,,,,,
NOR,2017,All genders,25-55,,,,,,,,,,,,,,
ESP,2005,All genders,25-55,378551.0,0.050792,0.4699648,-0.539695,13.82374,0.1806714138278647,13.60300460947075,293416.0,0.0420492,0.7030987,-0.9411186,8.646374,-0.1387547929460954,8.981717447348611
ESP,2006,All genders,25-55,395547.0,0.0570309,0.4668188,-0.67598,14.09335,0.1430292812477935,12.83122642392668,299681.0,0.0256174,0.6998958,-1.119004,8.768967999999999,-0.2200072105585676,8.865480896236562
ESP,2007,All genders,25-55,409698.0,0.0350939,0.4928105,-1.050656,13.09118,-0.0919882541261978,14.7795268595081,302129.0,-0.014442,0.7256365,-1.300704,8.364139,-0.3279811116949845,8.691860830656529
ESP,2008,All genders,25-55,404766.0,0.0010557,0.5476042,-1.608268,11.77545,-0.3520730986570236,15.9294649057555,300507.0,-0.0165595,0.7314374,-1.382317,8.314162,-0.3759846057694906,8.557540835775416
ESP,2009,All genders,25-55,390285.0,0.0326061,0.5216166,-1.216799,12.7448,-0.1023039516962553,19.59401883361828,295390.0,0.020051,0.7045777,-1.087075,8.640468,-0.2271691051663286,9.379531408231307
ESP,2010,All genders,25-55,382217.0,0.0425168,0.5177537,-1.109027,12.48188,-0.0866620202275796,18.82866443048354,296139.0,0.0387003,0.6714668,-0.9126439,9.096062,-0.1188896912693365,9.708287166454118
ESP,2011,All genders,25-55,370516.0,0.0208497,0.5296162,-1.408989,12.04675,-0.2529659239065946,16.4024830765357,295758.0,0.0441623,0.6456938,-0.6935748,9.340310000000001,0.0089976461704551,9.420508052553672
ESP,2012,All genders,25-55,355133.0,0.070334,0.5170442,-1.351118,12.67468,-0.1802725160854914,17.72117933699492,290660.0,0.0751772,0.6385446,-0.281563,8.844314000000001,0.166516141282841,8.683014174171158
ESP,2013,All genders,25-55,352053.0,0.0940575,0.4963471,-0.7829481,12.65196,0.1098399694961929,19.28331105421755,287553.0,0.0731423,0.6444791,0.0616043,8.149649999999999,0.2981756502777902,7.71573630303856
ESP,2014,All genders,25-55,357923.0,0.0905997,0.4844908,-0.5496837,12.33952,0.2180379000672122,15.66431299353718,,,,,,,
ESP,2015,All genders,25-55,365081.0,0.0718818,0.4745204,-0.5752254999999999,12.88449,0.2369793900397647,14.99102078315964,,,,,,,
ESP,2016,All genders,25-55,371446.0,0.0670834,0.4650708,-0.4873638,12.88483,0.244721680203914,14.11179457673796,,,,,,,
ESP,2017,All genders,25-55,377290.0,0.05895,0.4530205,-0.5551262,13.108,0.2202651819229089,13.82779406184164,,,,,,,
ESP,2018,All genders,25-55,,,,,,,,,,,,,,
SWE,1985,All genders,25-55,2909086.0,0.034295399,0.44848651,-1.0332119,12.89553,0.0076180911,12.001147,2511888.0,0.0174248,0.64482683,-0.84307063,8.4780273,-0.0078854794,8.2236624
SWE,1986,All genders,25-55,2934684.0,0.035155099,0.45159689,-1.0406049,12.76223,0.0039648688,11.724092,2538632.0,0.0148698,0.64391673,-0.84072548,8.4087811,-0.012994038,8.1930532
SWE,1987,All genders,25-55,2974371.0,0.038455699,0.46286961,-1.03784,12.32245,0.0092922077,11.532549,2529065.0,0.0053705,0.65834987,-0.94265473,8.3508425,-0.089313261,8.6946487
SWE,1988,All genders,25-55,3020653.0,0.034425002,0.46719211,-0.97635877,12.07656,0.011080751,11.270584,2520739.0,-0.0033735,0.68187648,-1.035647,8.0509071,-0.166655,8.6256304
SWE,1989,All genders,25-55,3029659.0,0.027628601,0.4781118,-1.148523,12.25473,-0.052560985,10.622782,2530843.0,-0.0047868001,0.68866569,-1.055286,8.1333265,-0.18248145,8.7709427
SWE,1990,All genders,25-55,3037483.0,0.0245084,0.4833594,-1.079623,11.79803,-0.039080545,11.40169,2536494.0,-0.0016896999,0.67837822,-0.9737041,8.3214369,-0.13917007,9.1186762
SWE,1991,All genders,25-55,3023584.0,0.015691699,0.48794809,-1.344133,12.05346,-0.19936593,12.806154,2545168.0,-0.0024655,0.6790123,-0.92655802,8.4367266,-0.12424696,9.1613083
SWE,1992,All genders,25-55,2944803.0,0.0232126,0.50296438,-1.377815,12.07038,-0.1859289,13.915431,2488758.0,0.0089964997,0.68021601,-0.78526711,8.3517036,-0.030081851,9.4351854
SWE,1993,All genders,25-55,2890005.0,0.043260701,0.50391978,-1.085379,12.07653,-0.013535804,14.145401,2429103.0,0.022075299,0.69110233,-0.60225618,7.9793649,0.054260697,9.0235691
SWE,1994,All genders,25-55,2904627.0,0.047548302,0.49984029,-0.8289066,11.96222,0.08734785,13.628983,2420108.0,0.026903899,0.69983,-0.54481411,7.725966,0.07463219,8.7433186
SWE,1995,All genders,25-55,2927282.0,0.038855799,0.4836047,-1.017056,12.6703,0.016521126,13.857285,2430570.0,0.0305853,0.70500189,-0.58728182,7.7586989,0.061254147,8.6282253
SWE,1996,All genders,25-55,2912809.0,0.045282502,0.4754312,-1.037837,12.95555,0.024008013,14.52328,2410274.0,0.035680499,0.71427667,-0.58811218,7.6410241,0.070491672,8.5142813
SWE,1997,All genders,25-55,2900243.0,0.057168301,0.4909026,-0.87511861,12.15938,0.07272061,14.026562,2384757.0,0.038713001,0.72112739,-0.60991633,7.5256152,0.060105845,8.5917978
SWE,1998,All genders,25-55,2920083.0,0.0584023,0.49766669,-0.83811158,11.7511,0.083159342,13.113032,2388535.0,0.0333394,0.72084069,-0.61634189,7.4843221,0.044037327,8.659236
SWE,1999,All genders,25-55,2938339.0,0.056226298,0.51231158,-0.82211602,11.48207,0.08514113,13.009183,2394015.0,0.025517,0.71825469,-0.61385119,7.5148082,0.030130431,8.9054861
SWE,2000,All genders,25-55,2954256.0,0.047313198,0.51193571,-0.87288862,11.42104,0.054063857,12.684071,2414971.0,0.018763401,0.70854992,-0.60628343,7.6529331,0.022779346,8.9238644
SWE,2001,All genders,25-55,2943896.0,0.041867498,0.51183271,-1.050559,11.64491,-0.023521293,13.500442,2435667.0,0.0213966,0.69132191,-0.56117523,7.7843161,0.044085637,8.9195051
SWE,2002,All genders,25-55,2911353.0,0.040692098,0.50710511,-1.035551,11.67105,-0.022264289,13.967216,2438819.0,0.026229201,0.67413437,-0.43649319,7.8879519,0.12163127,8.7101536
SWE,2003,All genders,25-55,2867694.0,0.040181,0.50475347,-1.062341,11.74928,-0.018502498,14.256489,2427420.0,0.032003701,0.66049743,-0.34287071,7.98105,0.17271604,8.4834957
SWE,2004,All genders,25-55,2842000.0,0.0463631,0.50478792,-0.92614609,11.63152,0.056370765,14.090462,2396727.0,0.035752598,0.66070199,-0.3479493,7.8614779,0.15996729,8.4233437
SWE,2005,All genders,25-55,2848354.0,0.0534737,0.50190097,-0.80295497,11.54849,0.11267082,13.486733,2396238.0,0.040132601,0.65541631,-0.39046091,7.9774671,0.15562381,8.3817759
SWE,2006,All genders,25-55,2885485.0,0.051666401,0.49109039,-0.67162633,11.63875,0.17153315,12.570148,2428865.0,0.039356101,0.63956821,-0.37393901,8.188385,0.16513754,8.1863623
SWE,2007,All genders,25-55,2919028.0,0.044639401,0.4748435,-0.78012037,12.32987,0.11389442,12.817156,2456880.0,0.037082199,0.63196468,-0.47862089,8.4603748,0.11681063,8.4650002
SWE,2008,All genders,25-55,2918437.0,0.030758699,0.48234189,-1.116536,12.27273,-0.065008156,13.406446,2469637.0,0.0359804,0.62882268,-0.56277829,8.6167326,0.079529136,8.7120838
SWE,2009,All genders,25-55,2890686.0,0.0482268,0.4744446,-0.93143177,12.51631,0.077986404,13.781837,2444989.0,0.045719601,0.63015169,-0.51141977,8.4997368,0.1215727,8.5631409
SWE,2010,All genders,25-55,2920474.0,0.054755401,0.47429121,-0.69477481,12.1942,0.1786584,12.926324,2466527.0,0.0484895,0.63417768,-0.50528032,8.3977356,0.12508075,8.3435173
SWE,2011,All genders,25-55,2969004.0,0.044283401,0.4710753,-0.91081911,12.53776,0.075047866,13.260451,2522010.0,0.0461323,0.62705332,-0.52689582,8.5033789,0.10597996,8.2909861
SWE,2012,All genders,25-55,2992901.0,0.042793699,0.47403589,-0.98702842,12.48978,0.04719102,13.60987,,,,,,,
SWE,2013,All genders,25-55,3019517.0,0.046762299,0.47604591,-0.90163201,12.27468,0.076995619,13.533985,,,,,,,
SWE,2014,All genders,25-55,3070853.0,0.050027799,0.47896329,-0.86421841,12.06148,0.10124829,13.001637,,,,,,,
SWE,2015,All genders,25-55,3142637.0,0.051403999,0.479987,-0.77710068,11.78741,0.12449561,12.524101,,,,,,,
SWE,2016,All genders,25-55,,,,,,,,,,,,,,
USA,1998,All genders,25-55,76000000.0,0.06758,0.571,-0.8803,11.85,-0.004455,9.592,60700000.0,0.03332,0.8186,-0.8948,8.126,-0.09822,6.984
USA,1999,All genders,25-55,77100000.0,0.06184,0.5741,-0.8737,11.87,-0.005961,9.625,61900000.0,0.03347,0.8206,-0.8729,8.179,-0.1014,7.057
USA,2000,All genders,25-55,77800000.0,0.04583,0.5769,-1.039,11.92,-0.08607,9.823,62500000.0,0.03007,0.8119,-0.8763,8.379,-0.1008,7.166
USA,2001,All genders,25-55,76900000.0,0.03823,0.5881,-1.249,12.14,-0.149,10.73,62500000.0,0.03629,0.8058,-0.8407,8.526,-0.07366,7.272
USA,2002,All genders,25-55,76000000.0,0.04227,0.5896,-1.159,11.98,-0.1132,11.32,61900000.0,0.04525,0.8086,-0.7607,8.462,-0.02819,7.293
USA,2003,All genders,25-55,76100000.0,0.0588,0.5852,-0.9664,11.98,-0.03637,11.17,61100000.0,0.04111,0.8103,-0.6655,8.224,-0.017,7.215
USA,2004,All genders,25-55,85300000.0,0.05662,0.5784,-0.9096,12.13,-0.003915,11.0,66600000.0,0.009284,0.8283,-0.7369,7.829,-0.1025,7.251
USA,2005,All genders,25-55,85800000.0,0.05698,0.5772,-0.9004,12.22,-0.002255,10.91,66000000.0,-0.002135,0.8144,-0.7504,7.961,-0.1137,7.412
USA,2006,All genders,25-55,86400000.0,0.05269,0.5793,-0.9434,12.33,-0.02262,10.98,66400000.0,-0.006402,0.8043,-0.7262,8.097,-0.1097,7.447
USA,2007,All genders,25-55,86400000.0,0.03367,0.5802,-0.9552,12.12,-0.0859,11.21,66900000.0,-0.007014,0.7934,-0.6843,8.299,-0.09109,7.553
USA,2008,All genders,25-55,84100000.0,0.007669,0.6,-1.343,11.59,-0.2556,11.31,66800000.0,0.01064,0.7756,-0.7084,8.504,-0.06125,7.674
USA,2009,All genders,25-55,81400000.0,0.04383,0.5696,-1.029,12.23,-0.05259,12.51,65100000.0,0.0554,0.7776,-0.538,8.322,0.0524,7.438
USA,2010,All genders,25-55,80900000.0,0.06723,0.5555,-0.8981,12.32,0.02036,12.33,64600000.0,0.07649,0.7665,-0.5635,8.491,0.07727,7.272
USA,2011,All genders,25-55,81600000.0,0.06939,0.5493,-0.8819,12.49,0.04327,12.03,63800000.0,0.07589,0.7652,-0.5884,8.545,0.07947,7.183
USA,2012,All genders,25-55,82500000.0,0.06842,0.5461,-0.9242,12.59,0.02612,11.97,64500000.0,0.07523,0.7646,-0.6204,8.638,0.07361,7.104
USA,2013,All genders,25-55,83600000.0,0.06998,0.5416,-0.8746,12.64,0.04757,11.62,65400000.0,0.07353,0.7635,-0.624,8.676,0.07689,6.999
USA,2014,All genders,25-55,85000000.0,0.06875,0.5402,-0.8708,12.77,0.04908,11.17,66600000.0,0.06618,0.7636,-0.6463,8.748,0.06881,6.937
USA,2015,All genders,25-55,84600000.0,0.05799,0.5405,-0.9214,12.92,0.02795,11.14,,,,,,,
USA,2016,All genders,25-55,85500000.0,0.05866,0.5378,-0.9262,13.13,0.02347,11.29,,,,,,,
USA,2017,All genders,25-55,86400000.0,0.05797,0.5387,-0.8807,13.2,0.03548,11.19,,,,,,,
USA,2018,All genders,25-55,87400000.0,0.05363,0.5399,-0.8961,13.36,0.03234,11.14,,,,,,,
USA,2019,All genders,25-55,,,,,,,,,,,,,,
